product_id,product_name,category,subcategory,supplier,color,price_per_meter_inr,moq_meters,stock_meters,verified,available,image_file
398,High Density Black Two Way Stretch B2B Select,Functional Fabrics,Two Way Stretch,Sharma Textiles,Black,542,750,3500,True,True,texverse-398.jpg
399,Soft Touch Navy Jacquard Fabric B2B Select,Fashion Fabrics,Jacquard Fabric,Global Denim Mills,Navy,701,1000,6000,True,True,texverse-399.jpg
400,Performance Royal Blue Protective Textile B2B Select,Industrial Fabrics,Protective Textile,Royal Silk House,Royal Blue,540,200,1000,True,True,texverse-400.jpg
401,Professional Sky Blue Cotton Muslin B2B Select,Cotton,Cotton Muslin,Natural Linen Mills,Sky Blue,319,300,1500,True,True,texverse-401.jpg
402,Durable Maroon Rigid Denim B2B Select,Denim,Rigid Denim,Modern Fiber Industries,Maroon,558,500,2200,True,True,texverse-402.jpg
403,Signature Wine Tussar Silk B2B Select,Silk,Tussar Silk,Tex Custom House,Wine,1047,750,3500,True,True,texverse-403.jpg
404,Commercial Bottle Green Linen Viscose B2B Select,Linen,Linen Viscose,Sunrise Fabrics,Bottle Green,676,1000,6000,True,True,texverse-404.jpg
405,Premium Olive Polyester Taffeta B2B Select,Polyester,Polyester Taffeta,Apex Textile Works,Olive,355,200,1000,True,True,texverse-405.jpg
406,Classic Beige Rayon Twill B2B Select,Rayon,Rayon Twill,Bharat Weaves,Beige,444,300,1500,True,True,texverse-406.jpg
407,Export Quality Cream Viscose Crepe B2B Select,Viscose,Viscose Crepe,Prime Looms,Cream,503,500,2200,True,True,texverse-407.jpg
408,High Density Grey Tropical Wool Bulk Grade,Wool,Tropical Wool,East India Textiles,Grey,972,750,3500,True,True,texverse-408.jpg
409,Soft Touch Charcoal Interlock Knit Bulk Grade,Knits,Interlock Knit,Arvind Fabric Hub,Charcoal,361,1000,6000,True,True,texverse-409.jpg
410,Performance Mustard Cotton Viscose Bulk Grade,Blends,Cotton Viscose,Metro Textile Supply,Mustard,330,200,1000,True,True,texverse-410.jpg
411,Professional Rust Breathable Technical Fabric Bulk Grade,Technical Textiles,Breathable Technical Fabric,Vardhman Fabrics,Rust,659,300,1500,True,True,texverse-411.jpg
412,Durable Pink Upholstery Fabric Bulk Grade,Home Textiles,Upholstery Fabric,Sapphire Textile Mills,Pink,478,500,2200,True,True,texverse-412.jpg
413,Signature Ivory Tencel Lyocell Bulk Grade,Sustainable Textiles,Tencel Lyocell,Sharma Textiles,Ivory,537,750,3500,True,True,texverse-413.jpg
414,Commercial Teal Wrinkle Resistant Bulk Grade,Functional Fabrics,Wrinkle Resistant,Global Denim Mills,Teal,636,1000,6000,True,True,texverse-414.jpg
415,Premium Brown Printed Fabric Bulk Grade,Fashion Fabrics,Printed Fabric,Royal Silk House,Brown,795,200,1000,True,True,texverse-415.jpg
416,Classic Natural Geotextile Bulk Grade,Industrial Fabrics,Geotextile,Natural Linen Mills,Natural,634,300,1500,True,True,texverse-416.jpg
417,Export Quality White Cotton Satin Bulk Grade,Cotton,Cotton Satin,Modern Fiber Industries,White,413,500,2200,True,True,texverse-417.jpg
418,High Density Black Raw Denim Bulk Grade,Denim,Raw Denim,Tex Custom House,Black,652,750,3500,True,True,texverse-418.jpg
419,Soft Touch Navy Silk Satin Bulk Grade,Silk,Silk Satin,Sunrise Fabrics,Navy,1141,1000,6000,True,True,texverse-419.jpg
420,Performance Royal Blue Linen Twill Bulk Grade,Linen,Linen Twill,Apex Textile Works,Royal Blue,560,200,1000,True,True,texverse-420.jpg
421,Professional Sky Blue Micro Polyester Bulk Grade,Polyester,Micro Polyester,Bharat Weaves,Sky Blue,239,300,1500,True,True,texverse-421.jpg
422,Durable Maroon Rayon Crepe Bulk Grade,Rayon,Rayon Crepe,Prime Looms,Maroon,328,500,2200,True,True,texverse-422.jpg
423,Signature Wine Viscose Satin Bulk Grade,Viscose,Viscose Satin,East India Textiles,Wine,387,750,3500,True,True,texverse-423.jpg
424,Commercial Bottle Green Wool Crepe Bulk Grade,Wool,Wool Crepe,Arvind Fabric Hub,Bottle Green,856,1000,6000,True,True,texverse-424.jpg
425,Premium Olive Rib Knit Export Lot,Knits,Rib Knit,Metro Textile Supply,Olive,455,200,1000,True,True,texverse-425.jpg
426,Classic Beige Cotton Linen Export Lot,Blends,Cotton Linen,Vardhman Fabrics,Beige,424,300,1500,True,True,texverse-426.jpg
427,Export Quality Cream Industrial Coated Fabric Export Lot,Technical Textiles,Industrial Coated Fabric,Sapphire Textile Mills,Cream,753,500,2200,True,True,texverse-427.jpg
428,High Density Grey Cushion Fabric Export Lot,Home Textiles,Cushion Fabric,Sharma Textiles,Grey,572,750,3500,True,True,texverse-428.jpg
429,Soft Touch Charcoal Recycled Denim Export Lot,Sustainable Textiles,Recycled Denim,Global Denim Mills,Charcoal,631,1000,6000,True,True,texverse-429.jpg
430,Performance Mustard Easy Care Export Lot,Functional Fabrics,Easy Care,Royal Silk House,Mustard,730,200,1000,True,True,texverse-430.jpg
431,Professional Rust Embroidered Fabric Export Lot,Fashion Fabrics,Embroidered Fabric,Natural Linen Mills,Rust,889,300,1500,True,True,texverse-431.jpg
432,Durable Pink Tarpaulin Fabric Export Lot,Industrial Fabrics,Tarpaulin Fabric,Modern Fiber Industries,Pink,518,500,2200,True,True,texverse-432.jpg
433,Signature Ivory Organic Cotton Export Lot,Cotton,Organic Cotton,Tex Custom House,Ivory,297,750,3500,True,True,texverse-433.jpg
434,Commercial Teal Washed Denim Export Lot,Denim,Washed Denim,Sunrise Fabrics,Teal,536,1000,6000,True,True,texverse-434.jpg
435,Premium Brown Silk Crepe Export Lot,Silk,Silk Crepe,Apex Textile Works,Brown,1025,200,1000,True,True,texverse-435.jpg
436,Classic Natural Linen Slub Export Lot,Linen,Linen Slub,Bharat Weaves,Natural,654,300,1500,True,True,texverse-436.jpg
437,Export Quality White Polyester Spandex Export Lot,Polyester,Polyester Spandex,Prime Looms,White,333,500,2200,True,True,texverse-437.jpg
438,High Density Black Rayon Viscose Export Lot,Rayon,Rayon Viscose,East India Textiles,Black,422,750,3500,True,True,texverse-438.jpg
439,Soft Touch Navy Viscose Georgette Export Lot,Viscose,Viscose Georgette,Arvind Fabric Hub,Navy,481,1000,6000,True,True,texverse-439.jpg
440,Performance Royal Blue Wool Tweed Export Lot,Wool,Wool Tweed,Metro Textile Supply,Royal Blue,950,200,1000,True,True,texverse-440.jpg
441,Professional Sky Blue Pique Knit Export Lot,Knits,Pique Knit,Vardhman Fabrics,Sky Blue,549,300,1500,True,True,texverse-441.jpg
442,Durable Maroon Polyester Viscose Premium Finish,Blends,Polyester Viscose,Sapphire Textile Mills,Maroon,518,500,2200,True,True,texverse-442.jpg
443,Signature Wine Laminated Fabric Premium Finish,Technical Textiles,Laminated Fabric,Sharma Textiles,Wine,637,750,3500,True,True,texverse-443.jpg
444,Commercial Bottle Green Bedsheet Fabric Premium Finish,Home Textiles,Bedsheet Fabric,Global Denim Mills,Bottle Green,456,1000,6000,True,True,texverse-444.jpg
445,Premium Olive Organic Linen Premium Finish,Sustainable Textiles,Organic Linen,Royal Silk House,Olive,515,200,1000,True,True,texverse-445.jpg
446,Classic Beige Thermal Fabric Premium Finish,Functional Fabrics,Thermal Fabric,Natural Linen Mills,Beige,614,300,1500,True,True,texverse-446.jpg
447,Export Quality Cream Lurex Fabric Premium Finish,Fashion Fabrics,Lurex Fabric,Modern Fiber Industries,Cream,773,500,2200,True,True,texverse-447.jpg
448,High Density Grey Canvas Industrial Premium Finish,Industrial Fabrics,Canvas Industrial,Tex Custom House,Grey,612,750,3500,True,True,texverse-448.jpg
449,Soft Touch Charcoal Combed Cotton Premium Finish,Cotton,Combed Cotton,Sunrise Fabrics,Charcoal,391,1000,6000,True,True,texverse-449.jpg
450,Performance Mustard Selvedge Denim Premium Finish,Denim,Selvedge Denim,Apex Textile Works,Mustard,630,200,1000,True,True,texverse-450.jpg
451,Professional Rust Silk Chiffon Premium Finish,Silk,Silk Chiffon,Bharat Weaves,Rust,1119,300,1500,True,True,texverse-451.jpg
452,Durable Pink Pure Linen Premium Finish,Linen,Pure Linen,Prime Looms,Pink,748,500,2200,True,True,texverse-452.jpg
453,Signature Ivory Performance Polyester Premium Finish,Polyester,Performance Polyester,East India Textiles,Ivory,427,750,3500,True,True,texverse-453.jpg
454,Commercial Teal Rayon Satin Premium Finish,Rayon,Rayon Satin,Arvind Fabric Hub,Teal,306,1000,6000,True,True,texverse-454.jpg
455,Premium Brown Viscose Challis Premium Finish,Viscose,Viscose Challis,Metro Textile Supply,Brown,365,200,1000,True,True,texverse-455.jpg
456,Classic Natural Merino Wool Premium Finish,Wool,Merino Wool,Vardhman Fabrics,Natural,834,300,1500,True,True,texverse-456.jpg
457,Export Quality White French Terry Premium Finish,Knits,French Terry,Sapphire Textile Mills,White,433,500,2200,True,True,texverse-457.jpg
458,High Density Black Wool Polyester Premium Finish,Blends,Wool Polyester,Sharma Textiles,Black,402,750,3500,True,True,texverse-458.jpg
459,Soft Touch Navy Water Repellent Fabric Commercial Grade,Technical Textiles,Water Repellent Fabric,Global Denim Mills,Navy,731,1000,6000,True,True,texverse-459.jpg
460,Performance Royal Blue Table Linen Commercial Grade,Home Textiles,Table Linen,Royal Silk House,Royal Blue,550,200,1000,True,True,texverse-460.jpg
461,Professional Sky Blue Recycled Polyester Commercial Grade,Sustainable Textiles,Recycled Polyester,Natural Linen Mills,Sky Blue,609,300,1500,True,True,texverse-461.jpg
462,Durable Maroon Moisture Wicking Commercial Grade,Functional Fabrics,Moisture Wicking,Modern Fiber Industries,Maroon,708,500,2200,True,True,texverse-462.jpg
463,Signature Wine Sequin Fabric Commercial Grade,Fashion Fabrics,Sequin Fabric,Tex Custom House,Wine,867,750,3500,True,True,texverse-463.jpg
464,Commercial Bottle Green Filter Fabric Commercial Grade,Industrial Fabrics,Filter Fabric,Sunrise Fabrics,Bottle Green,706,1000,6000,True,True,texverse-464.jpg
465,Premium Olive Cotton Jersey Commercial Grade,Cotton,Cotton Jersey,Apex Textile Works,Olive,275,200,1000,True,True,texverse-465.jpg
466,Classic Beige Black Denim Commercial Grade,Denim,Black Denim,Bharat Weaves,Beige,514,300,1500,True,True,texverse-466.jpg
467,Export Quality Cream Silk Organza Commercial Grade,Silk,Silk Organza,Prime Looms,Cream,1003,500,2200,True,True,texverse-467.jpg
468,High Density Grey Linen Blend Commercial Grade,Linen,Linen Blend,East India Textiles,Grey,632,750,3500,True,True,texverse-468.jpg
469,Soft Touch Charcoal Polyester Crepe Commercial Grade,Polyester,Polyester Crepe,Arvind Fabric Hub,Charcoal,311,1000,6000,True,True,texverse-469.jpg
470,Performance Mustard Rayon Slub Commercial Grade,Rayon,Rayon Slub,Metro Textile Supply,Mustard,400,200,1000,True,True,texverse-470.jpg
471,Professional Rust Viscose Jacquard Commercial Grade,Viscose,Viscose Jacquard,Vardhman Fabrics,Rust,459,300,1500,True,True,texverse-471.jpg
472,Durable Pink Wool Melton Commercial Grade,Wool,Wool Melton,Sapphire Textile Mills,Pink,928,500,2200,True,True,texverse-472.jpg
473,Signature Ivory Fleece Knit Commercial Grade,Knits,Fleece Knit,Sharma Textiles,Ivory,527,750,3500,True,True,texverse-473.jpg
474,Commercial Teal Linen Cotton Commercial Grade,Blends,Linen Cotton,Global Denim Mills,Teal,496,1000,6000,True,True,texverse-474.jpg
475,Premium Brown Antimicrobial Fabric Commercial Grade,Technical Textiles,Antimicrobial Fabric,Royal Silk House,Brown,825,200,1000,True,True,texverse-475.jpg
476,Classic Natural Towel Fabric Mill Select,Home Textiles,Towel Fabric,Natural Linen Mills,Natural,434,300,1500,True,True,texverse-476.jpg
477,Export Quality White Recycled Cotton Mill Select,Sustainable Textiles,Recycled Cotton,Modern Fiber Industries,White,493,500,2200,True,True,texverse-477.jpg
478,High Density Black Quick Dry Mill Select,Functional Fabrics,Quick Dry,Tex Custom House,Black,592,750,3500,True,True,texverse-478.jpg
479,Soft Touch Navy Velvet Fabric Mill Select,Fashion Fabrics,Velvet Fabric,Sunrise Fabrics,Navy,751,1000,6000,True,True,texverse-479.jpg
